"Region","Purpose","Height","Length","Volume","Year_Completed","Surface","Inspection_Freq","Distance_to_City","Hazard","Assessment","Prob_Fail","Loss_gf_Prop","Loss_gf_Liab","Loss_gf_BI"
"Navaldia","Flood Risk Reduction",2.78,0.167,98199.9999999999,1986,0.00788,2,19.18,"Significant","Fair",0.1426,30.8,57.2,16.4852731690132
"Navaldia","Water Supply",10.192,0.063,109000,1926,0.00788,1,3.3,"High","Fair",0.1095,5.2,568.4,25.4
"Navaldia","Recreation",5.346,0.08,32000,1964,0.02167,2,16.83,"Significant","Fair",0.1572,9.1,273.8,4.7
"Navaldia","Flood Risk Reduction",7.119,0.043,105630,1964,0.09653,1,1.67,"High","Fair",0.0961,793.5,928.7,27.1480034324795
"Flumevale","Fish and Wildlife Pond",4.377,0.058,2461,1934,0,3,25.04,"Significant","Not Rated",0.1194,5,123.9,16.494883111089
"Navaldia","Other",8.556,0.037,22250,1964,0.00394,2,6.44,"Significant","Satisfactory",0.1385,11.7,43.4,13.7390646910997
"Navaldia","Recreation",7.514,0.067,27100,1931,0.01773,1,4.84,"High","Fair",0.1177,28.3,551.7,9.1
"Navaldia","Recreation",4.349,0.115,18000,1938,0.02364,2,16.83,"Significant","Fair",0.1379,34.5,314.4,4.2
"Navaldia","Flood Risk Reduction",5.569,0.333,83230,1964,0.09653,1,1.67,"High","Fair",0.0982,788,667.3,8.6587929961988
"Navaldia","Flood Risk Reduction",3.422,0.067,393060,1999,0.09653,2,1.66,"Significant","Satisfactory",0.1119,125.5,397.9,57.72879201733
"Navaldia","Recreation",3.985,0.158,35000,1964,0.02955,2,2.3,"High","Poor",0.1359,35.3,511.3,11.2226767986814
"Flumevale","Hydroelectric",9.44,0.136,4600,1983,0.0197,2,47.43,"Low","Satisfactory",0.0644,15,8.5,50.5890058802696
"Lyndrassia","Grade Stabilization",11.399,0.071,7290,1993,0.05319,3,21.66,"Low","Not Rated",0.0772,18.7,10.5,23.1441304241978
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",9.229,0.043,50000,1938,0.09653,3,10.07,"Low","Not Rated",0.0782,19,334.5,11.9773510934758
"Navaldia","Recreation",3.08,0.207,30356,1964,0.03349,3,11.57,"Significant","Not Rated",0.1372,32.7,334.3,11.7356957950002
"Navaldia","Recreation",3.49,0.017,32000,1964,0.04925,2,21.8,"Significant","Fair",0.1358,41.2,80.1,4
"Lyndrassia","Fish and Wildlife Pond",9.247,0.133,2000,1965,0.00788,3,35.4,"Low","Not Rated",0.0931,33,22.8,15.5239774516139
"Navaldia","Recreation",9.04,0,14000,1964,0.01576,5,16.06,"Significant","Not Rated",0.1492,29.2,178.4,4.1
"Lyndrassia","Flood Risk Reduction",15.695,0.117,66500.0000000001,1992,0.01773,3,9.81,"High","Satisfactory",0.0858,8.8,707.7,11.0634832437247
"Navaldia","Recreation",1.784,0.207,14385,2002,0.0197,2,10.3,"Significant","Not Rated",0.1246,20.6,261.4,7.7
"Navaldia","Water Supply",6.302,0.293,58906,1993,0.01379,2,14.4,"Significant","Not Rated",0.1701,16.2,124.8,64.1
"Navaldia","Recreation",5.35,0.207,14385,2002,0.02167,2,12.74,"Significant","Not Rated",0.1157,15.2,407.3,5.5
"Navaldia","Recreation",7.312,0.133,35000,1964,0.01576,5,4.04,"High","Not Rated",0.0969,46.5,867.3,10.3716509247464
"Navaldia","Irrigation",7.459,0.117,160630,1987,0.00788,1,9.54,"High","Fair",0.0957,21.6,665.9,7.3
"Navaldia","Recreation",9.452,0.107,18000,1852,0.00788,2,15.4,"Significant","Fair",0.1285,43.1,290.6,6.8
"Lyndrassia","Grade Stabilization",11.913,0.074,6250,1997,0.00788,3,101.95,"Low","Not Available",0.0921,31.9,96.9,30.2459465906013
"Flumevale","Recreation",5.384,0.193,17967,1964,0.01576,2,6.48,"Significant","Satisfactory",0.1246,38.9,358.6,4.3
"Navaldia","Flood Risk Reduction",8.455,0.075,72450,1984,0,2,9.27,"High","Not Rated",0.0811,26.3,360.7,18.6479863923721
"Navaldia","Recreation",3.887,0.167,14961,1964,0.02364,2,16.14,"Significant","Satisfactory",0.1495,29.5,406.3,3.3
"Navaldia","Recreation",7.284,0.102,11014,1987,0.01576,2,16.06,"Significant","Not Rated",0.1392,25.9,122.4,8.8
"Flumevale","Recreation",4.556,0.284,35851,1940,0.02364,2,32.15,"Significant","Fair",0.1407,13.2,108.1,8.7
"Lyndrassia","Grade Stabilization",10.153,0.092,9557.99999999999,1996,0.00788,3,21.66,"Low","Not Rated",0.1034,35.8,9.9,22.6793887915821
"Navaldia","Flood Risk Reduction",4.393,0.133,98199.9999999999,1982,0.09653,2,19.18,"Significant","Fair",0.1259,151.1,110.4,15.129654961919
"Navaldia","Recreation",12.447,0.037,44700,1914,0.09653,5,6.77,"Low","Not Rated",0.0513,5.2,14.5,9.4
"Navaldia","Other",17.434,0.055,22250,1982,0.00394,2,4.68,"Significant","Satisfactory",0.1137,32.5,116.2,14.3912352367046
"Lyndrassia","Fish and Wildlife Pond",9.642,0.157,9449.99999999999,1983,0.03152,3,30.8,"Low","Not Rated",0.1136,12.4,19.3,21.4095526514806
"Lyndrassia","Recreation",7.31,0.207,41000,1964,0.01773,3,6.21,"High","Not Rated",0.1324,45.1,302.6,11.2688150977863
"Lyndrassia","Grade Stabilization",11.472,0.073,5313,1997,0.03349,3,21.66,"Low","Not Rated",0.0798,45.7,18.3,23.0050142873369
"Navaldia","Recreation",3.75,0.167,89000,1964,0.01576,5,1.64,"High","Fair",0.0873,44,752.9,6
"Lyndrassia","Recreation",12.921,0.034,30000,2004,0.00985,3,7.84,"Significant","Unsatisfactory",0.1919,20.7,471.7,15.0034003315698
"Flumevale","Recreation",8.948,0.16,23846,1953,0.03349,6,1.61,"Low","Unsatisfactory",0.0936,5.4,953.9,20.880354026922
"Lyndrassia","Recreation",10.791,0.207,45000,1989,0.00788,3,11.76,"High","Not Rated",0.0949,44.6,427.2,4.8
"Navaldia","Recreation",2.872,0.067,36000,1983,0.03546,1,2.48,"High","Poor",0.1091,23.2,839.5,8
"Flumevale","Irrigation",13.105,0.1,53778,1990,0.01576,1,20.24,"Significant","Fair",0.1522,46.3,199,9.4
"Navaldia","Recreation",3.407,0.083,12051,1960,0.01576,2,20.24,"Significant","Poor",0.1675,46.1,365.2,4.5
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",8.9,0.102,3963,1957,0,3,11.12,"Low","Not Rated",0.1174,41.4,23,18.8459490839606
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",10.557,0.207,60000,1990,0.00788,3,14.06,"Significant","Not Rated",0.1487,17.4,115.5,20.1163166567227
"Navaldia","Flood Risk Reduction",8.606,0.087,43965,1967,0.00788,3,15.03,"Low","Not Rated",0.0943,21.3,15,8.80010002443467
"Navaldia","Debris Control",12.007,0.11,15821,1973,0.16351,5,21.82,"Low","Not Rated",0.0847,41.3,8.9,19.4265913864217
"Lyndrassia","Grade Stabilization",9.692,0.089,7960,1995,0.06501,3,21.66,"Low","Not Rated",0.0807,18.4,15.4,22.054471618228
"Navaldia","Recreation",10.867,0.083,10395,1982,0.00591,3,9.19,"Low","Not Rated",0.107,12,13.7,4.6
"Navaldia","Recreation",10.627,0.1,24450,1917,0.01773,5,6.77,"Low","Not Rated",0.0586,28.7,15.8,9.2
"Lyndrassia","Fish and Wildlife Pond",9.491,0.153,9180,1983,0.11229,3,24.71,"Low","Not Rated",0.0633,45,15.3,17.5851726401274
"Navaldia","Other",5.241,0.057,128015,1964,0.09653,2,4.68,"Significant","Not Rated",0.1788,339.2,458.9,32.4367479301225
"Lyndrassia","Irrigation",9.682,0.09,5000,1951,0.09653,3,50.43,"Low","Not Rated",0.1125,15.6,153.1,35.1
"Flumevale","Water Supply",9.271,0.167,600,1982,0.01773,6,1.61,"Low","Satisfactory",0.0438,8.9,821.9,13.7
"Flumevale","Water Supply",16.582,0.087,16850,1989,0.00788,6,9.41,"Low","Not Rated",0.0624,31.2,217.4,11
"Lyndrassia","Fish and Wildlife Pond",8.937,0.117,2800,1962,0.03349,3,30.76,"Low","Not Rated",0.1295,47.3,13.1,20.3216887398649
"Navaldia","Flood Risk Reduction",5.932,0.067,165180,2000,0.09653,1,3.23,"High","Satisfactory",0.0891,543.8,701.4,29.9576885237176
"Navaldia","Recreation",4.039,0.097,22370,1970,0.02561,5,6.48,"High","Fair",0.0629,27,201.8,8.5
"Lyndrassia","Recreation",15.981,0.222,30000,1980,0.01773,5,11.39,"Low","Satisfactory",0.0474,42.4,12,11.5438728021851
"Navaldia","Recreation",10.96,0.067,14961,1964,0.01576,2,7.88,"Significant","Satisfactory",0.122,36.6,295.1,8.2
"Lyndrassia","Fish and Wildlife Pond",8.608,0.1,6600,1967,0.00788,3,24.71,"Low","Not Rated",0.077,34.7,15.8,25.2458584003883
"Lyndrassia","Fish and Wildlife Pond",11.51,0.163,11556,1995,0.01182,3,30.8,"Low","Not Rated",0.1201,34.9,16.9,17.6381832972375
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",14.639,0.133,70000,1948,0.09653,3,20.19,"Low","Not Rated",0.1104,11.6,229.6,14.1659499248941
"Navaldia","Other",6.226,0.065,22250,1980,0.01773,2,6.44,"Significant","Satisfactory",0.1442,17.4,167,13.7746059436877
"Navaldia","Irrigation",4.006,0.107,44600,1964,0.01773,1,5,"High","Satisfactory",0.0869,39.5,768.7,32.3
"Lyndrassia","Other",12.239,0.207,30000,1964,0.00788,3,14.83,"Low","Not Rated",0.08,39.5,209.5,15.5662889912962
"Lyndrassia","Grade Stabilization",10.979,0.093,7261.99999999999,2002,0.00788,3,21.66,"Low","Not Rated",0.0878,42,9.6,24.8529861543421
"Navaldia","Recreation",6.088,0.207,44600,1964,0.09653,2,15.4,"Significant","Fair",0.1365,437.7,42.9,4.2
"Flumevale","Irrigation",11.707,0.037,12000,1973,0.00788,3,13.27,"Low","Not Rated",0.0843,26.7,123.1,23.4
"Navaldia","Recreation",4.57,0.04,30356,1964,0.02364,3,11.57,"Significant","Not Rated",0.1189,26.3,134.1,7.75901288391221
"Lyndrassia","Other",8.921,0.207,30000,1983,0.00788,3,21.56,"Low","Not Rated",0.0593,39,102.8,16.2594593382292
"Navaldia","Water Supply",11.65,0.166,137540,1967,0.00788,2,7.9,"Significant","Fair",0.1311,32.7,135.1,45
"Flumevale","Water Supply",14.382,0.209,42500,1922,0.00788,1,24.04,"Low","Satisfactory",0.0786,34.9,17.3,67
"Lyndrassia","Grade Stabilization",11.324,0.098,9557.99999999999,1991,0.00788,3,21.66,"Low","Not Rated",0.0692,38.9,5.9,23.316560966174
"Lyndrassia","Recreation",11.092,0.207,75000,1983,0.00788,3,1.56,"Low","Not Rated",0.0795,43,470.4,4
"Navaldia","Irrigation",9.27,0.133,30600,1989,0.00788,5,43.88,"Low","Not Rated",0.0923,19.3,22.2,25
"Navaldia","Flood Risk Reduction",6.403,0.083,66300,1948,0,5,3.11,"High","Satisfactory",0.0662,20.9,854.4,23.6144590910749
"Flumevale","Flood Risk Reduction",13.481,0.05,145,1974,0.00788,3,1.69,"Low","Not Rated",0.1019,8.8,357.6,30.8243271887594
"Navaldia","Flood Risk Reduction",3.515,0.163,149140,1981,0.09653,2,6.39,"Significant","Fair",0.1248,285.9,442.9,29.5384063718925
"Lyndrassia","Grade Stabilization",8.902,0.123,9660,2009,0.04925,3,21.66,"Low","Not Rated",0.0889,6.3,11.1,24.8914039575143
"Lyndrassia","Grade Stabilization",11.695,0.08,6151,1995,0.06501,3,21.66,"Low","Not Rated",0.0796,24.8,6.2,28.0737481987828
"Flumevale","Recreation",11.511,0.14,20000,1964,0.01576,6,34.83,"Low","Fair",0.0524,28.1,23.7,3.9
"Lyndrassia","Grade Stabilization",11.688,0.091,7528,1991,0.02561,3,21.66,"Low","Not Rated",0.0832,17.1,21.4,22.9774453197688
"Flumevale","Recreation",9.04,0,27000,1944,0.0197,3,10.97,"Significant","Not Available",0.1584,30.1,235,34.0462899900679
"Lyndrassia","Grade Stabilization",12.755,0.072,4515,1994,0.0788,5,21.66,"Low","Not Rated",0.078,6.1,17.5,16.6778496806613
"Lyndrassia","Grade Stabilization",9.363,0.101,6473,1994,0.08077,3,21.66,"Low","Not Rated",0.1034,6.4,17.6,25.8928251508743
"Navaldia","Recreation",2.144,0.2,23300,1910,0.03152,1,8.32,"High","Satisfactory",0.0815,40.1,569.8,5.8
"Flumevale","Other",15.568,0.133,42562,1979,0.00788,6,24.89,"Low","Not Rated",0.0225,20.2,171.7,29.9512513197226
"Lyndrassia","Irrigation",23.842,0.193,1390,1950,0.09653,3,1.69,"Low","Not Rated",0.088,7.2,498.6,10.3
"Navaldia","Recreation",4.503,0.15,14961,1964,0.01182,2,6.48,"Significant","Satisfactory",0.1249,27.2,436.9,8.4
"Navaldia","Irrigation",8.668,0.167,21326,1964,0.01576,3,53.69,"Low","Not Rated",0.1037,37.8,5,12.9
"Lyndrassia","Recreation",11.628,0.207,29111,1964,0.00788,3,25.04,"Low","Not Rated",0.1051,14,394,17.2387423700061
"Flumevale","Water Supply",31.238,0.1,57000,1940,0.00788,1,0.16,"High","Satisfactory",0.069,31.5,144.8,32.6
"Navaldia","Recreation",5.074,0.15,18000,1748,0.06107,2,15.4,"Significant","Fair",0.1334,8.4,240.5,5.6
"Navaldia","Flood Risk Reduction",3.013,0.183,59260.9999999999,1991,0.09653,2,27.06,"Significant","Fair",0.1556,47.3,312.9,8.27943945111218
"Navaldia","Flood Risk Reduction",11.204,0.162,87160,1974,0,3,29.56,"Low","Not Rated",0.1179,27.6,17.9,21.9615338027792
"Lyndrassia","Grade Stabilization",11.528,0.073,6519,1993,0.02561,3,21.66,"Low","Not Rated",0.0991,28,5.9,26.5972649647613
"Navaldia","Recreation",9.565,0.138,6456,1967,0,3,14.35,"Low","Not Rated",0.0848,32.1,12.8,11.8118575442373
"Navaldia","Flood Risk Reduction",4.589,0.08,5280,2009,0.01182,5,11.46,"Significant","Fair",0.1109,35.9,288.4,19.4160034371579
"Lyndrassia","Grade Stabilization",10.809,0.113,8359.99999999999,2006,0.06107,3,21.66,"Low","Not Rated",0.1193,46.7,6,20.1716908693282
"Lyndrassia","Fish and Wildlife Pond",9.005,0.133,20000,1972,0.00788,3,24.71,"Low","Not Rated",0.0573,26.9,7.3,21.1421758077937
"Flumevale","Water Supply",12.74,0.111,17065,1962,0.01773,1,0.47,"High","Satisfactory",0.0782,18.6,665.2,62.6
"Flumevale","Irrigation",9.043,0.243,8100.00000000001,2006,0.02364,6,39.79,"Low","Satisfactory",0.0523,38.9,14.7,36.4
"Flumevale","Debris Control",13.579,0.088,28000,1962,0.00788,1,0.84,"High","Satisfactory",0.0753,16.4,234.3,32.9397210275793
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",8.388,0.067,50000,1916,0.09653,3,92.16,"Low","Not Rated",0.0756,13.1,149.8,11.7523039381739
"Lyndrassia","Grade Stabilization",11.103,0.088,8982,1995,0.15957,3,21.66,"Low","Not Rated",0.0839,8.1,22.2,25.0828331089585
"Lyndrassia","Grade Stabilization",11.089,0.087,5713,2006,0.00788,3,21.66,"Low","Not Rated",0.0824,5.9,5.1,28.7222739596913
"Flumevale","Water Supply",61.175,0.335,48300,1968,0.00788,1,9.48,"Significant","Satisfactory",0.1129,46.1,315,8.6
"Navaldia","Flood Risk Reduction",4.75,0.167,69920,1964,0.09653,2,32.05,"Significant","Fair",0.1451,402.7,57.2,31.0459655955831
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",10.81,0.183,13890,2002,0.05713,3,34.46,"Low","Not Rated",0.0838,34.6,4.9,24.2331273131606
"Navaldia","Flood Risk Reduction",4.674,0.072,165180,1998,0.09653,1,6.53,"High","Satisfactory",0.103,672,548.8,25.5540489373059
"Lyndrassia","Recreation",13.084,0.08,29111,1964,0.00591,2,0.84,"High","Satisfactory",0.1017,12.2,458.5,10.7753922605712
"Lyndrassia","Grade Stabilization",10.062,0.093,8522,2005,0.04531,3,22.98,"Low","Not Rated",0.1182,11.5,20.1,19.7383357411231
"Navaldia","Flood Risk Reduction",8.07,0.167,57730,1948,0.01379,5,6.29,"High","Satisfactory",0.0684,15.5,337.3,24.6380494307295
"Navaldia","Recreation",7.189,0.107,15707,1964,0.01773,3,10.3,"Significant","Not Rated",0.1194,28.3,307.4,3.3
"Navaldia","Recreation",7.055,0.163,60000,1930,0.01182,5,4.04,"High","Not Rated",0.1045,35.4,448.4,12.5565727904599
"Lyndrassia","Fish and Wildlife Pond",12.862,0.087,9893.00000000001,2000,0.03349,5,24.71,"Low","Not Rated",0.0709,33.1,9.2,24.6171136882397
"Lyndrassia","Grade Stabilization",11.094,0.073,7788,2007,0.04137,3,21.66,"Low","Not Rated",0.1082,16.8,14.6,22.574651824741
"Lyndrassia","Grade Stabilization",11.398,0.117,7454.99999999999,1997,0.00788,3,21.66,"Low","Not Rated",0.079,45.8,20,21.4341849756459
"Lyndrassia","Grade Stabilization",10.047,0.076,5974,2017,0.00788,5,28.5,"Low","Not Available",0.0656,36.4,413.1,23.8583188075024
"Lyndrassia","Other",13.721,0.092,6373,1997,0.05122,3,24.3,"Low","Not Rated",0.1009,28.6,20.9,25.2815695360391
"Navaldia","Recreation",6.538,0.15,46948,1964,0.09653,5,7.47,"High","Not Rated",0.092,768.8,638.5,11.7409010641177
"Lyndrassia","Fish and Wildlife Pond",8.678,0.062,8215.00000000001,1989,0.05713,3,35.4,"Low","Not Rated",0.0983,22.8,19.9,24.240869543641
"Lyndrassia","Grade Stabilization",11.248,0.1,7075,2004,0.05713,3,21.66,"Low","Not Rated",0.0968,15.4,8.8,21.9638990889672
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",12.302,0.054,5964,1989,0.03349,3,35.4,"Low","Not Rated",0.1003,20.1,18.9,26.2950647149565
"Navaldia","Recreation",4.34,0.138,14961,1964,0.01576,2,6.48,"Significant","Satisfactory",0.1156,37.3,453.6,6.5
"Lyndrassia","Grade Stabilization",10.397,0.088,5645,1998,0.05319,3,21.66,"Low","Not Rated",0.0796,5.4,5,26.5388871638324
"Lyndrassia","Grade Stabilization",11.809,0.153,7120,1973,0.00788,3,21.66,"Low","Not Rated",0.124,9.8,13.2,20.3265408232819
"Lyndrassia","Grade Stabilization",10.445,0.108,6435,1996,0.03349,3,21.66,"Low","Not Rated",0.1183,6.7,17.1,20.6101890547894
"Lyndrassia","Grade Stabilization",11.758,0.093,10167,1990,0.04925,3,21.66,"Low","Not Rated",0.1104,6.5,18.2,22.8487194926237
"Flumevale","Other",5.106,0.033,392400,1964,0.09653,3,1.01,"High","Not Available",0.1051,885,246.6,41.5426377452845
"Lyndrassia","Grade Stabilization",10.367,0.089,7087,2002,0.02561,3,21.66,"Low","Not Rated",0.127,35,23.3,21.5111888858555
"Flumevale","Irrigation",8.833,0.067,31119,1946,0.01576,6,6.58,"Low","Not Rated",0.0804,25.1,330.2,20.9
"Navaldia","Recreation",11.163,0.05,43626,1964,0.00394,5,12.98,"Low","Not Rated",0.0918,9,7.9,4.7
"Navaldia","Recreation",4.069,0.1,44600,1964,0.00591,5,7.93,"High","Fair",0.0925,25.9,486.8,8.2
"Flumevale","Water Supply",10.502,0.347,11400,1954,0.01576,1,1.5,"High","Satisfactory",0.0723,25.1,850.6,13.4
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",11.096,0.078,6474,1989,0.08274,3,35.4,"Low","Not Rated",0.1008,12.2,6.3,26.0731891012565
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",16.796,0.067,45000,1973,0.02364,3,14.5,"Low","Not Rated",0.122,23.4,149.2,7.80580791220595
"Flumevale","Irrigation",10.727,0.055,1750,1965,0.01773,3,73.82,"Low","Satisfactory",0.0772,21.9,157.4,46.5
"Navaldia","Irrigation",6.868,0.038,80000,1964,0.01576,2,11.49,"Significant","Satisfactory",0.1182,31.2,297.3,2.1
"Lyndrassia","Grade Stabilization",10.976,0.117,10913,2005,0.01773,3,21.66,"Low","Not Rated",0.0682,32,17.9,22.9297845935958
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",11.837,0.108,8200.00000000001,2001,0.07683,3,31.07,"Low","Not Rated",0.0634,6.7,12.3,17.3651474359717
"Navaldia","Recreation",7.205,0.1,14961,1964,0.01576,2,11.12,"Significant","Satisfactory",0.1256,20.9,374.5,3.7
"Lyndrassia","Grade Stabilization",11.687,0.067,6369.99999999999,2006,0.04334,3,21.66,"Low","Not Rated",0.064,31.6,23.4,22.1812827998628
"Flumevale","Hydroelectric",14.519,0.15,1850,1906,0.02364,3,3.27,"Low","Fair",0.081,26.4,328.2,79
"Flumevale","Debris Control",23.083,0.082,62000,1957,0.01773,1,0.16,"High","Satisfactory",0.0867,41.5,699,39.8851146292119
"Navaldia","Flood Risk Reduction",4.683,0.167,58766,2005,0.00788,1,1.67,"High","Fair",0.11,33,919.9,18.6227801208146
"Lyndrassia","Recreation",8.845,0.207,43356,1964,0.01773,3,4.62,"Low","Not Rated",0.1292,11.8,684.6,6.3
"Lyndrassia","Grade Stabilization",10.062,0.117,5430,1976,0.04925,3,21.66,"Low","Not Rated",0.0613,7.8,17.8,17.3059387569993
"Lyndrassia","Recreation",12.262,0.07,30000,1964,0.01182,5,7.69,"Significant","Satisfactory",0.1123,32.3,125.2,13.8288852187295
"Flumevale","Recreation",7.912,0.07,3641,1955,0,3,25.28,"Significant","Not Rated",0.1786,5.9,554.8,4.3
"Navaldia","Irrigation",9.04,0,64878,1979,0.00985,3,9.43,"Low","Not Rated",0.0531,29.9,15.5,35.4
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",8.957,0.047,50000,1960,0.09653,3,28.27,"Low","Not Rated",0.0837,22.7,362.6,11.0696213579336
"Navaldia","Other",12.801,0.141,12791,1979,0,3,20.95,"Low","Not Rated",0.0836,29.5,23.8,20.0745119399289
"Navaldia","Flood Risk Reduction",5.511,0.073,64880,1990,0.00394,2,23.31,"Significant","Not Rated",0.1451,21.4,39.1,25.5397104301468
"Lyndrassia","Recreation",10.46,0.1,7600,1974,0.08865,3,37.65,"Low","Not Rated",0.0977,32.4,6,5.2
"Lyndrassia","Grade Stabilization",13.099,0.103,8022,1980,0.00788,5,22.98,"Low","Not Rated",0.0351,24.4,6.3,14.1293385313481
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",8.461,0.117,50000,1939,0.09653,3,16.94,"Low","Not Rated",0.0993,15.2,378.9,15.4656293095537
"Lyndrassia","Grade Stabilization",10.173,0.09,7517,1997,0.00788,3,21.66,"Low","Not Rated",0.1154,45.2,7.4,20.5434419155973
"Lyndrassia","Grade Stabilization",10.993,0.107,6863,2007,0.06501,3,21.66,"Low","Not Rated",0.1145,21.3,16.6,22.0471102595588
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",8.72,0.183,15340,1971,0,3,11.12,"Low","Not Rated",0.119,46,11,13.9248179967598
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",10.746,0.083,5300,1999,0.08077,3,40.47,"Low","Not Rated",0.1067,43.6,13.5,23.8623960877771
"Lyndrassia","Debris Control",8.51,0.482,11758,1964,0.0394,4,17.17,"Low","Fair",0.0588,13.2,177.7,22.3389407499927
"Flumevale","Flood Risk Reduction",13.349,0.07,10875,1959,0.01576,3,12.74,"Low","Satisfactory",0.0613,7.7,425.9,31.8502898515214
"Lyndrassia","Grade Stabilization",10.772,0.08,6510,1986,0.01576,3,21.66,"Low","Not Rated",0.0998,9.1,16,25.3994425287907
"Lyndrassia","Grade Stabilization",11.134,0.113,6526,2007,0.00788,3,21.66,"Low","Not Rated",0.0757,5.6,22.8,26.630766497292
"Lyndrassia","Fish and Wildlife Pond",8.98,0.15,15000,1958,0.08274,3,31.07,"Low","Not Rated",0.0801,8.8,15.7,20.4329423339468
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",11.743,0.067,7817,1989,0.03349,3,36.62,"Low","Not Rated",0.0734,34.1,7.1,22.1229316118344
"Navaldia","Flood Risk Reduction",2.74,0.054,42820,2004,0.09653,2,19.18,"Significant","Fair",0.1278,56.1,101.3,7.02125684860682
"Flumevale","Recreation",6.087,0.083,31199,1964,0.01773,2,27.72,"Significant","Satisfactory",0.1228,18.5,472.8,3.1
